,Company,TypeName,Inches,Ram,OpSys,Weight,Cpu_Manufacturer,Cpu_Type,Cpu_GHz,Gpu_Manufacturer,Memory_Type,Memory_Size,Price
729,HP,Notebook,15.6,4,Windows 10,2.1,AMD,A9,3.0,AMD,HDD,1024.0,26053.92
730,Acer,Gaming,17.3,16,Windows 10,4.2,Intel,Corei7,2.6,Nvidia,HDD,1152.0,103096.8
731,Dell,Notebook,15.6,12,Windows 10,2.25,Intel,Corei5,2.5,Intel,HDD,1024.0,34578.72
732,HP,Notebook,15.6,6,Windows 10,2.1,AMD,A9,3.0,AMD,HDD,1152.0,34632.0
733,Acer,Notebook,15.6,4,Windows 10,2.4,Intel,Corei5,2.5,Intel,HDD,500.0,29783.52
734,Lenovo,Notebook,13.3,8,Windows 10,1.44,Intel,Corei5,2.5,Intel,SSD,256.0,51148.8
735,Lenovo,Notebook,15.6,4,Windows 10,1.85,Intel,Corei7,2.7,Intel,HDD,1024.0,41505.12
736,HP,Workstation,15.6,16,Windows 10,2.6,Intel,Corei7,2.8,Nvidia,SSD,256.0,128884.32
738,MSI,Gaming,15.6,16,Windows 10,1.8,Intel,Corei7,2.8,Nvidia,HDD,1280.0,111593.8944
739,Acer,Notebook,15.6,4,Windows 10,2.4,Intel,Corei3,2.0,Intel,HDD,500.0,21887.424
740,Dell,Notebook,15.6,8,Windows 10,2.0,Intel,Corei7,2.7,Nvidia,HDD,1152.0,64308.96
741,Dell,Notebook,15.6,8,Windows 10,2.0,Intel,Corei3,2.0,Intel,SSD,256.0,35431.2
742,Toshiba,Notebook,14.0,8,Windows 10,1.25,Intel,Corei5,2.5,Intel,SSD,256.0,81784.8
743,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,Intel,Corei5,2.5,Intel,SSD,256.0,53226.72
744,Lenovo,Workstation,15.6,16,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,SSD,1024.0,175770.72
745,Acer,Notebook,14.0,2,Chrome OS,1.68,Intel,CeleronDual,1.6,Intel,Storage,32.0,17582.399999999998
746,Samsung,Ultrabook,13.3,16,Windows 10,0.81,Intel,Corei7,2.7,Intel,SSD,256.0,87858.72
747,HP,Notebook,15.6,8,Windows 10,1.86,Intel,Corei3,2.0,Intel,SSD,256.0,28717.92
748,Dell,Notebook,14.0,8,Windows 10,1.6,Intel,Corei5,2.5,Intel,SSD,256.0,60031.1088
749,HP,Workstation,17.3,16,Windows 7,3.0,Intel,XeonE3,2.9,Nvidia,SSD,256.0,233845.92
750,Lenovo,Netbook,11.6,4,Windows 10,1.4,Intel,CeleronDual,1.6,Intel,SSD,128.0,25308.0
751,HP,Notebook,15.6,8,Windows 10,1.84,Intel,Corei5,2.4,Intel,SSD,256.0,101232.0
752,Asus,Notebook,15.6,4,No OS,2.45,Intel,Corei5,2.3,Nvidia,HDD,1024.0,30849.12
753,Lenovo,Ultrabook,14.0,4,Windows 10,1.7,Intel,Corei5,2.3,Intel,SSD,180.0,58394.88
754,Asus,Notebook,15.6,4,Windows 10,2.37,Intel,Corei7,2.7,Intel,SSD,256.0,45282.672
755,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,Intel,Corei5,1.8,Intel,SSD,256.0,63882.72
756,HP,Notebook,15.6,8,Windows 10,2.2,Intel,Corei5,2.5,Nvidia,HDD,1152.0,58554.72
757,HP,Workstation,15.6,8,Windows 7,2.59,Intel,Corei7,2.6,Nvidia,SSD,256.0,83170.08
758,Dell,Gaming,15.6,16,Windows 10,4.42,Intel,Corei7,2.8,Nvidia,HDD,1280.0,152859.7872
759,Acer,Notebook,15.6,4,Windows 10,2.1,Intel,Corei5,2.5,Intel,SSD,256.0,31914.72
760,Lenovo,Gaming,15.6,8,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,HDD,1152.0,55837.44
762,Google,Ultrabook,12.3,8,Chrome OS,1.1,Intel,Corei5,1.2,Intel,SSD,256.0,83063.52
763,Asus,Ultrabook,13.3,8,Windows 10,1.2,Intel,Corei5,2.5,Intel,SSD,256.0,60153.12
764,Dell,Notebook,13.3,4,Windows 10,1.65,Intel,Corei3,2.0,Intel,HDD,500.0,45234.72
765,Acer,Notebook,13.3,4,Windows 10,1.6,Intel,Corei5,2.3,Intel,SSD,128.0,34898.4
766,Asus,Notebook,17.3,4,Windows 10,2.8,Intel,PentiumQuad,1.1,Nvidia,HDD,1024.0,25059.715199999995
769,Acer,Notebook,15.6,4,Linux,2.1,Intel,PentiumQuad,1.1,Intel,HDD,1024.0,15877.44
770,Dell,Notebook,15.6,16,Windows 10,2.3,Intel,Corei7,2.7,AMD,SSD,256.0,62938.0656
771,Samsung,2 in 1 Convertible,15.0,16,Windows 10,1.71,Intel,Corei7,2.7,AMD,SSD,256.0,95850.72
772,Toshiba,Notebook,14.0,4,Windows 10,1.75,Intel,Corei5,2.3,Intel,SSD,128.0,54345.6
773,Dell,Gaming,15.6,8,Windows 10,2.62,Intel,Corei7,2.8,Nvidia,HDD,1024.0,58554.72
774,HP,Ultrabook,12.5,4,Windows 10,1.26,Intel,Corei5,2.3,Intel,SSD,256.0,66280.31999999999
775,Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,Intel,Corei7,2.7,Nvidia,HDD,2048.0,44701.92
776,Lenovo,Notebook,15.6,16,Windows 7,2.5,Intel,Corei7,2.7,Nvidia,SSD,512.0,126273.6
777,Acer,Notebook,14.0,4,Windows 10,1.8,Intel,Corei3,2.4,Intel,SSD,128.0,33886.08
778,Razer,Gaming,14.0,16,Windows 10,1.95,Intel,Corei7,2.8,Nvidia,SSD,512.0,154458.72
779,Asus,Notebook,15.6,8,Windows 10,2.0,Intel,PentiumDual,1.1,Intel,SSD,128.0,31003.632
780,Dell,Gaming,17.3,32,Windows 10,4.42,Intel,Corei7,2.8,Nvidia,HDD,2048.0,191211.264
781,Asus,Gaming,17.3,16,Windows 10,4.3,Intel,Corei7,2.6,Nvidia,HDD,1280.0,125208.0
782,Toshiba,Ultrabook,14.0,16,Windows 10,1.47,Intel,Corei7,2.6,Nvidia,SSD,512.0,93985.92
783,Lenovo,Notebook,15.6,8,No OS,2.2,Intel,CeleronQuad,1.6,Intel,HDD,1024.0,17529.12
784,Lenovo,Ultrabook,14.0,16,Windows 10,1.7,Intel,Corei7,2.7,Intel,SSD,512.0,122490.72
785,MSI,Gaming,14.0,16,Windows 10,1.6,Intel,Corei7,2.8,Nvidia,HDD,1280.0,100752.48
786,MSI,Gaming,15.6,8,Windows 10,2.2,Intel,Corei5,2.5,Nvidia,HDD,1152.0,58021.92
787,Lenovo,Gaming,15.6,4,Windows 10,2.4,Intel,Corei7,2.8,Nvidia,HDD,1024.0,53226.72
788,Acer,Gaming,17.3,16,Windows 10,4.2,Intel,Corei7,2.8,Nvidia,HDD,1280.0,122490.72
789,Dell,Gaming,15.6,8,Windows 10,2.62,Intel,Corei5,2.5,Nvidia,SSD,256.0,52480.8
790,Asus,Gaming,15.6,8,Windows 10,2.24,Intel,Corei7,2.8,Nvidia,HDD,1152.0,71341.92
791,Vero,Notebook,14.0,4,Windows 10,1.22,Intel,CeleronDual,1.1,Intel,Storage,32.0,10810.512
792,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,Intel,Corei7,2.7,Intel,SSD,512.0,104961.6
793,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,Intel,Corei5,2.5,AMD,SSD,256.0,51095.52
794,Apple,Ultrabook,12.0,8,Mac OS X,0.92,Intel,CoreM,1.2,Intel,Storage,512.0,62071.2
795,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,Intel,Corei5,2.5,Intel,SSD,256.0,124142.4
796,Asus,Notebook,14.0,4,Windows 10,1.63,Intel,CeleronDual,1.1,Intel,Storage,32.0,15930.72
797,Dell,Notebook,15.6,8,Windows 10,1.95,Intel,Corei5,2.5,Intel,SSD,128.0,43156.8
798,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,Intel,Corei7,2.7,Intel,SSD,256.0,71874.72
799,Dell,Notebook,15.6,8,Windows 10,2.0,Intel,Corei3,2.0,AMD,SSD,256.0,39373.92
800,HP,Workstation,15.6,8,Windows 10,3.14,Intel,Corei7,2.8,Nvidia,SSD,256.0,110017.872
801,Asus,Notebook,15.6,8,Windows 10,2.37,Intel,Corei5,2.5,Intel,SSD,256.0,58554.72
802,Dell,Ultrabook,13.3,8,Windows 10,1.29,Intel,Corei5,2.5,Intel,SSD,256.0,79866.72
803,Dell,Notebook,15.6,8,Windows 10,2.06,Intel,Corei5,2.5,Nvidia,SSD,256.0,93186.72
804,Dell,Netbook,11.6,4,Windows 10,1.63,Intel,PentiumQuad,1.1,Intel,SSD,128.0,39640.32
805,HP,Netbook,12.5,8,Windows 10,1.26,Intel,Corei5,2.6,Intel,SSD,256.0,74005.92
806,Toshiba,Notebook,15.6,4,Windows 10,2.1,Intel,Corei5,2.3,Intel,HDD,500.0,41558.4
807,HP,Notebook,15.6,8,Windows 10,2.04,AMD,A12,2.5,AMD,HDD,2048.0,33513.119999999995
808,Dell,Gaming,15.6,16,Windows 10,2.62,Intel,Corei7,2.8,Nvidia,SSD,512.0,89457.12
809,Lenovo,Notebook,15.6,4,Windows 10,2.4,Intel,Corei5,2.5,Nvidia,HDD,1024.0,32447.52
811,MSI,Gaming,17.3,16,Windows 10,2.9,Intel,Corei7,2.8,Nvidia,HDD,1536.0,128671.2
812,Samsung,Ultrabook,13.3,8,Windows 10,0.81,Intel,Corei5,2.5,Intel,SSD,256.0,79866.72
813,Dell,Notebook,15.6,8,Windows 10,1.98,Intel,Corei7,2.7,Nvidia,HDD,1024.0,51202.08
814,Dell,Notebook,15.6,8,Windows 10,2.18,Intel,Corei5,2.5,AMD,SSD,256.0,42081.0768
815,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,Intel,Corei7,2.7,Intel,SSD,256.0,99047.52
816,Razer,Ultrabook,12.5,16,Windows 10,1.29,Intel,Corei7,2.5,Intel,SSD,512.0,95850.72
817,HP,Netbook,11.6,4,Chrome OS,1.23,Intel,CeleronDual,1.6,Intel,Storage,16.0,20512.8
818,Dell,Gaming,17.3,16,Windows 10,4.36,Intel,Corei7,2.8,Nvidia,HDD,1152.0,133467.4656
819,Dell,Notebook,14.0,4,Windows 10,1.76,Intel,Corei5,2.3,Intel,HDD,500.0,40226.4
820,Lenovo,Notebook,15.6,4,Windows 10,2.1,Intel,Corei3,2.0,Intel,HDD,500.0,26101.872
821,Toshiba,Ultrabook,14.0,4,Windows 10,1.25,Intel,Corei5,2.5,Intel,SSD,128.0,58075.2
822,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,Intel,Corei7,2.7,Intel,SSD,512.0,133146.72
823,MSI,Gaming,15.6,8,Windows 10,2.4,Intel,Corei5,2.5,Nvidia,SSD,256.0,63882.72
824,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,Intel,Corei5,2.5,Intel,Storage,256.0,99900.0
825,Toshiba,Notebook,14.0,4,Windows 10,1.75,Intel,PentiumDual,2.1,Intel,SSD,128.0,26586.72
826,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,Intel,Corei5,2.5,Intel,SSD,256.0,72354.23999999999
827,Dell,Notebook,14.0,4,Windows 10,1.76,Intel,Corei3,2.0,Intel,HDD,500.0,31168.8
828,Acer,Netbook,11.6,4,Chrome OS,1.35,Intel,CeleronDual,1.6,Intel,Storage,32.0,18914.4
829,Acer,Notebook,14.0,8,Windows 10,1.5,Intel,Corei3,2.4,Intel,SSD,128.0,32980.32
830,Razer,Gaming,17.3,32,Windows 10,3.49,Intel,Corei7,2.9,Nvidia,SSD,512.0,292986.72
831,Lenovo,Ultrabook,14.0,16,Windows 10,1.1,Intel,Corei7,2.6,Intel,SSD,512.0,111834.72
832,Asus,Notebook,15.6,4,Linux,2.1,Intel,Corei5,2.5,Nvidia,HDD,1024.0,27652.32
833,Lenovo,Notebook,14.0,8,Windows 10,1.7,Intel,Corei5,2.3,Intel,SSD,256.0,63190.08
834,Lenovo,Notebook,14.0,8,Windows 10,1.32,Intel,Corei5,2.6,Intel,SSD,256.0,87912.0
835,Dell,Gaming,15.6,16,Windows 10,3.21,Intel,Corei7,2.8,Nvidia,HDD,1280.0,147832.28639999998
836,Asus,Gaming,17.3,16,Windows 10,2.9,Intel,Corei7,2.8,Nvidia,HDD,1280.0,128884.32
837,Toshiba,Notebook,15.6,4,Windows 10,2.0,Intel,Corei3,2.4,Intel,HDD,500.0,35644.32
838,Lenovo,Notebook,14.0,4,Chrome OS,1.5,Intel,CeleronQuad,1.6,Intel,Storage,16.0,17316.0
839,Asus,Notebook,15.6,8,Windows 10,2.3,Intel,Corei5,2.5,Intel,HDD,128.0,31435.2
840,Asus,Gaming,17.3,16,Windows 10,2.73,Intel,Corei7,2.6,Nvidia,HDD,1536.0,95850.72
841,Dell,Gaming,17.3,32,Windows 10,4.42,Intel,Corei7,2.8,Nvidia,HDD,1536.0,163723.57919999998
842,HP,Notebook,17.3,8,Windows 10,2.63,Intel,Corei5,2.5,Nvidia,HDD,1024.0,48484.8
843,Dell,Notebook,15.6,8,Windows 10,2.18,Intel,Corei5,2.5,Intel,SSD,128.0,38041.3872
844,HP,Ultrabook,14.0,8,Windows 7,1.54,Intel,Corei7,2.5,Intel,SSD,512.0,99633.6
845,Dell,Notebook,15.6,4,Windows 10,2.18,Intel,Corei7,2.7,AMD,SSD,256.0,39373.92
846,HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,Intel,CeleronDual,1.1,Intel,Storage,32.0,32767.2
847,Asus,Ultrabook,13.3,8,Windows 10,1.45,Intel,Corei5,2.3,Nvidia,SSD,512.0,54665.28
848,HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,Intel,Corei5,2.5,Intel,SSD,256.0,121318.56
849,HP,Ultrabook,14.0,8,Windows 10,1.54,Intel,Corei7,2.5,Intel,SSD,512.0,78215.04
850,HP,Notebook,15.6,4,No OS,1.86,Intel,CeleronDual,1.6,Intel,SSD,128.0,15930.72
851,Asus,Gaming,15.6,16,Windows 10,2.1,Intel,Corei7,2.8,Nvidia,HDD,1152.0,101178.72
853,Lenovo,Ultrabook,14.0,8,Windows 10,1.96,Intel,Corei7,2.8,Nvidia,SSD,256.0,101391.84
854,Asus,Notebook,15.6,8,Windows 10,2.3,Intel,Corei7,2.7,Nvidia,SSD,256.0,41931.36
855,Dell,Notebook,15.6,8,Windows 10,1.9,Intel,Corei5,2.5,Intel,SSD,128.0,50349.6
856,Asus,Notebook,15.6,4,Windows 10,2.0,Intel,PentiumQuad,1.1,Intel,HDD,1024.0,23922.72
857,HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,Intel,Corei7,2.8,Intel,SSD,256.0,136343.52
858,Dell,Notebook,13.3,8,Windows 10,1.62,Intel,Corei5,2.3,Intel,HDD,1024.0,34578.72
859,Lenovo,Notebook,15.6,4,No OS,2.2,Intel,Corei3,2.0,Intel,HDD,1024.0,24988.32
860,Lenovo,Notebook,15.6,8,Windows 10,2.3,Intel,Corei5,2.5,Intel,HDD,1024.0,45323.1648
861,HP,Notebook,15.6,8,Windows 10,1.84,Intel,Corei5,2.6,AMD,SSD,256.0,71874.72
862,Toshiba,Notebook,13.3,4,Windows 10,1.05,Intel,Corei5,2.5,Intel,SSD,128.0,68464.8
863,Lenovo,Gaming,15.6,8,No OS,2.5,Intel,Corei5,2.5,Nvidia,HDD,1024.0,54185.76
864,Dell,Ultrabook,13.3,16,Windows 10,1.29,Intel,Corei7,2.5,Intel,SSD,512.0,119347.2
865,HP,Notebook,15.6,4,Windows 10,2.07,Intel,Corei5,2.3,Intel,HDD,500.0,48484.8
866,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,Intel,Corei5,2.3,Intel,SSD,256.0,58341.6
867,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,Intel,Corei7,2.7,Intel,SSD,256.0,103896.0
868,Acer,Notebook,14.0,8,Windows 10,1.56,Intel,Corei5,2.5,Intel,SSD,256.0,48058.56
869,Dell,Workstation,15.6,8,Windows 10,2.23,Intel,Corei7,2.8,Nvidia,HDD,1024.0,94731.84
871,Lenovo,Notebook,15.6,4,No OS,2.2,Intel,Corei3,2.0,AMD,HDD,1024.0,25521.12
872,Toshiba,Notebook,15.6,8,Windows 10,2.0,Intel,Corei7,2.7,Intel,SSD,256.0,73952.64
873,Lenovo,Notebook,13.3,4,Windows 10,1.44,Intel,Corei3,2.4,Intel,SSD,180.0,39160.8
874,Samsung,Ultrabook,15.0,16,Windows 10,1.23,Intel,Corei7,2.7,Nvidia,SSD,256.0,98514.72
875,Dell,Ultrabook,12.5,8,Windows 10,1.6,Intel,Corei7,2.8,Intel,SSD,256.0,90043.2
876,Asus,Notebook,15.6,4,Linux,2.0,Intel,PentiumQuad,1.1,Intel,HDD,1024.0,21258.1872
877,Xiaomi,Ultrabook,13.3,8,Windows 10,1.28,Intel,Corei5,2.3,Nvidia,SSD,256.0,49816.8
878,Dell,Notebook,15.6,4,Windows 10,2.18,Intel,Corei5,2.5,Nvidia,HDD,1152.0,48618.0
879,HP,Notebook,15.6,4,Windows 10,2.04,Intel,Corei5,2.5,Intel,SSD,256.0,44701.92
880,HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,Intel,Corei5,2.5,Intel,SSD,256.0,90576.0
881,HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,Intel,Corei5,2.5,Intel,HDD,500.0,36486.14399999999
883,Lenovo,Notebook,15.6,8,Windows 10,2.2,Intel,Corei7,2.5,Nvidia,HDD,1024.0,35644.32
884,Dell,Notebook,15.6,4,Windows 10,2.2,Intel,PentiumQuad,1.6,Intel,HDD,500.0,19660.32
885,HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,Intel,Corei5,2.5,Intel,SSD,256.0,95850.72
886,Dell,Notebook,15.6,4,Linux,2.18,Intel,Corei3,2.0,AMD,HDD,1024.0,24279.696
887,Asus,Gaming,17.3,12,Windows 10,2.2,Intel,Corei5,2.5,Nvidia,HDD,1152.0,72988.272
888,Acer,Netbook,11.6,4,Chrome OS,1.25,Intel,CeleronDual,1.6,Intel,Storage,32.0,15824.16
890,HP,Notebook,14.0,4,Windows 10,1.95,Intel,Corei5,2.5,Intel,SSD,128.0,67399.2
891,HP,2 in 1 Convertible,13.3,16,Windows 10,1.42,Intel,Corei7,2.7,Intel,SSD,256.0,74538.72
892,Samsung,Ultrabook,15.0,8,Windows 10,1.17,Intel,Corei7,2.7,Intel,SSD,256.0,90522.72
893,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,Intel,Corei5,2.5,Intel,SSD,256.0,95850.72
894,MSI,Gaming,17.3,16,Windows 10,2.43,Intel,Corei7,2.6,Nvidia,HDD,2560.0,141138.72
895,Toshiba,Notebook,13.3,8,Windows 10,1.05,Intel,Corei5,2.5,Intel,SSD,256.0,78588.0
896,Dell,Gaming,15.6,8,Linux,2.62,Intel,Corei7,2.8,Nvidia,HDD,1024.0,49497.12
897,HP,Notebook,15.6,8,Windows 10,2.04,Intel,Corei7,2.7,Nvidia,HDD,1024.0,47952.0
898,Dell,Notebook,15.6,4,Windows 10,2.18,Intel,Corei3,2.0,AMD,HDD,1024.0,32713.92
899,Dell,Notebook,15.6,8,Windows 10,1.9,Intel,Corei5,2.6,Intel,HDD,500.0,49816.8
900,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,Intel,Corei7,1.3,Intel,SSD,512.0,107257.968
902,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,Intel,Corei7,1.3,Intel,SSD,256.0,87858.72
903,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,Intel,Corei7,2.7,Intel,Storage,256.0,109170.72
904,Lenovo,Notebook,15.6,8,Windows 10,1.95,Intel,Corei5,2.5,Intel,SSD,512.0,104588.1072
905,LG,Ultrabook,15.6,16,Windows 10,1.08,Intel,Corei7,2.7,Intel,SSD,512.0,111834.72
906,HP,Netbook,12.5,8,Windows 10,1.26,Intel,Corei7,2.7,Intel,SSD,512.0,79014.23999999999
907,Acer,Notebook,15.6,4,Chrome OS,2.2,Intel,CeleronDual,1.5,Intel,Storage,16.0,19127.52
908,Lenovo,Notebook,15.6,8,Windows 10,2.6,Intel,Corei5,2.3,Nvidia,HDD,1152.0,42037.92
909,LG,Ultrabook,14.0,8,Windows 10,0.98,Intel,Corei7,2.7,Intel,SSD,512.0,101178.72
910,Dell,Notebook,14.0,8,Windows 10,1.6,Intel,Corei5,2.8,Intel,SSD,256.0,64202.4
912,Lenovo,Notebook,15.6,6,Windows 10,2.2,Intel,Corei7,2.7,Nvidia,SSD,256.0,42037.92
913,HP,Notebook,15.6,8,Windows 10,2.04,Intel,Corei7,2.7,Nvidia,SSD,256.0,54291.78719999999
914,Acer,Notebook,15.6,4,Windows 10,2.4,Intel,Corei3,2.4,Intel,HDD,1024.0,26586.72
915,Lenovo,Notebook,13.3,4,Windows 10,1.44,Intel,Corei5,2.5,Intel,SSD,128.0,46939.68
916,HP,Notebook,13.3,8,Windows 10,1.49,Intel,Corei5,2.5,Intel,SSD,256.0,51148.8
917,MSI,Gaming,17.3,16,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,HDD,1280.0,85194.72
918,Dell,Gaming,15.6,16,Windows 10,2.6,Intel,Corei7,2.8,Nvidia,HDD,1152.0,71874.72
919,MSI,Gaming,15.6,8,Windows 10,2.2,Intel,Corei5,2.5,Nvidia,HDD,1152.0,59668.804800000005
920,Dell,Notebook,15.6,4,Windows 10,2.18,Intel,Corei5,2.5,AMD,HDD,1024.0,36496.2672
921,HP,Ultrabook,15.6,8,Windows 10,1.84,Intel,Corei7,2.5,AMD,SSD,256.0,69103.62719999999
922,HP,Ultrabook,13.3,8,Windows 10,1.39,Intel,Corei7,2.7,Intel,SSD,256.0,61218.72
923,Toshiba,Notebook,15.6,16,Windows 10,2.4,Intel,Corei7,2.6,Nvidia,SSD,256.0,105228.0
924,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,Intel,Corei5,2.5,Intel,SSD,512.0,97236.0
925,Dell,Notebook,15.6,4,Windows 10,1.95,Intel,Corei5,2.3,Intel,HDD,500.0,38889.072
926,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,Intel,Corei7,2.7,Intel,SSD,256.0,87912.0
927,HP,Notebook,15.6,8,Windows 10,2.31,Intel,Corei5,2.3,Intel,SSD,256.0,62071.2
928,Dell,Notebook,15.6,4,Windows 10,2.18,Intel,Corei5,2.5,Intel,HDD,1024.0,37725.4368
929,HP,Notebook,14.0,4,Windows 10,1.95,Intel,Corei5,2.3,Intel,HDD,500.0,61218.72
930,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,PentiumQuad,1.1,Intel,HDD,1024.0,16463.52
931,HP,Ultrabook,12.5,4,Windows 10,1.26,Intel,Corei5,2.3,Intel,HDD,500.0,84129.12
932,HP,Notebook,15.6,4,No OS,1.86,Intel,CeleronDual,1.6,Intel,HDD,1024.0,15392.592
933,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,Intel,Corei7,2.2,Intel,SSD,1024.0,95850.72
934,Toshiba,Notebook,14.0,4,Windows 10,1.47,Intel,Corei5,2.3,Intel,SSD,128.0,58874.4
935,HP,Netbook,12.5,8,Windows 10,1.26,Intel,Corei5,2.3,Intel,SSD,256.0,88924.31999999999
936,Dell,Notebook,15.6,4,Windows 10,2.18,Intel,Corei3,2.0,Intel,HDD,1024.0,29762.208
937,MSI,Gaming,15.6,8,Windows 10,2.2,Intel,Corei7,2.8,Nvidia,HDD,1152.0,63882.72
938,Dell,Ultrabook,14.0,8,Windows 10,1.36,Intel,Corei5,2.5,Intel,SSD,256.0,87325.92
939,Dell,Gaming,17.3,16,Windows 10,4.36,Intel,Corei7,2.7,Nvidia,HDD,1536.0,146946.24
941,Asus,Notebook,17.3,4,Windows 10,2.8,Intel,PentiumQuad,1.6,Nvidia,HDD,1024.0,28238.4
942,Acer,Notebook,15.6,4,Windows 10,2.23,Intel,Corei5,2.5,Intel,HDD,500.0,32980.32
943,Toshiba,Notebook,15.6,8,Windows 10,2.2,Intel,Corei5,2.3,Intel,SSD,256.0,59620.32
946,Dell,Ultrabook,12.5,8,Windows 10,1.36,Intel,Corei5,2.5,Intel,SSD,256.0,78438.816
947,Lenovo,Notebook,15.6,8,No OS,2.2,Intel,Corei7,2.7,Nvidia,HDD,1024.0,36496.8
948,Dell,Notebook,17.3,4,Windows 10,2.36,Intel,Corei3,2.0,AMD,HDD,1024.0,35111.52
949,Acer,Notebook,14.0,4,Chrome OS,1.68,Intel,CeleronDual,1.6,Intel,Storage,32.0,18594.72
951,Dell,Ultrabook,14.0,8,Windows 10,1.36,Intel,Corei7,2.8,Intel,SSD,256.0,94572.0
952,Toshiba,Notebook,13.3,8,Windows 7,1.2,Intel,Corei5,2.3,Intel,SSD,256.0,77788.8
953,Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,Intel,CoreM,1.2,Intel,Storage,64.0,61751.52
954,Lenovo,Ultrabook,14.0,8,Windows 10,1.7,Intel,Corei7,2.6,Intel,SSD,256.0,79333.3872
955,Dell,Gaming,17.3,16,Windows 10,4.36,Intel,Corei7,2.8,Nvidia,HDD,1536.0,168045.12
956,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,Intel,Corei5,1.2,Intel,SSD,256.0,101178.72
957,HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,Intel,PentiumQuad,1.1,Intel,SSD,256.0,41292.0
958,Dell,Ultrabook,13.3,8,Windows 10,1.3,Intel,Corei7,2.5,Intel,SSD,256.0,67559.04
959,Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,Intel,CeleronDual,1.6,Intel,Storage,32.0,20725.92
960,Toshiba,Notebook,13.3,8,Windows 10,1.2,Intel,Corei5,2.4,Intel,SSD,256.0,81784.8
961,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,Intel,Corei5,2.6,Intel,SSD,256.0,93772.8
962,Acer,Notebook,15.6,12,Windows 10,2.4,Intel,Corei5,2.5,Nvidia,HDD,1152.0,53759.52
963,Toshiba,Ultrabook,12.5,8,Windows 10,1.1,Intel,Corei7,2.7,Intel,SSD,512.0,95371.2
964,HP,Notebook,15.6,8,Windows 10,2.04,Intel,Corei5,2.5,Nvidia,HDD,1024.0,45101.52
965,Dell,Notebook,15.6,4,Linux,2.25,Intel,Corei3,2.0,AMD,HDD,1024.0,24808.2336
966,Dell,Notebook,15.6,4,Windows 10,1.9,Intel,Corei5,2.5,Intel,HDD,500.0,43956.0
967,HP,Notebook,15.6,4,Windows 10,2.04,Intel,Corei3,2.4,Intel,HDD,500.0,36496.8
968,Dell,Gaming,17.3,32,Windows 10,4.42,Intel,Corei7,2.8,Nvidia,HDD,1280.0,167778.72
969,Lenovo,Notebook,15.6,6,Windows 10,2.4,Intel,Corei5,2.5,Nvidia,SSD,256.0,37029.6
970,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,Intel,Corei7,1.3,Intel,SSD,512.0,101178.72
971,Dell,Ultrabook,14.0,8,Windows 10,1.5,Intel,Corei7,2.6,Intel,SSD,256.0,104587.57439999998
972,Dell,Gaming,17.3,32,Windows 10,4.42,Intel,Corei7,2.6,Nvidia,HDD,1280.0,149184.0
973,Toshiba,Notebook,14.0,8,Windows 10,1.95,Intel,Corei5,2.3,Intel,SSD,256.0,62870.4
974,Asus,Gaming,17.3,16,Windows 10,2.73,Intel,Corei7,2.8,Nvidia,HDD,1280.0,109218.672
975,HP,Notebook,15.6,8,Windows 10,2.04,Intel,Corei5,2.7,Nvidia,HDD,1152.0,52161.12
